domain,country,language,last_update,website_url,organization,country_code,language_code,last_update_basis,ror_record_last_modified,website_last_modified,last_checked_utc,http_status,reachable,source_category,ror_id,ror_types,source_record,relevance_note
polttimo.com,Finland,Finnish|Swedish,2026-06-23,https://www.polttimo.com/relander-foundation/,Relander Foundation,FI,fi|sv,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/01sfm8724,funder; nonprofit,https://ror.org/01sfm8724,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
saastopankki.fi,Finland,Finnish|Swedish,2026-07-20,https://www.saastopankki.fi/en/savingsbanksgroup/responsibility/savings-banks-research-foundation,Savings Banks Research Foundation,FI,fi|sv,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:19+00:00,URLError,unknown,research_funder,https://ror.org/01ks6nj10,funder; nonprofit,https://ror.org/01ks6nj10,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
onkologiayhdistys.fi,Finland,Finnish|Swedish,2026-06-23,https://onkologiayhdistys.fi,Suomen Onkologiayhdistys,FI,fi|sv,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/044tk7b96,funder; nonprofit,https://ror.org/044tk7b96,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
tampereenlastenklinikantuki.fi,Finland,Finnish|Swedish,2026-06-23,https://tampereenlastenklinikantuki.fi,Tampereen Lastenklinikan Tuki Ry,FI,fi|sv,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/00qcqjj62,funder; nonprofit,https://ror.org/00qcqjj62,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
shks.fi,Finland,Finnish|Swedish,2026-06-23,https://www.shks.fi,The Finnish Nursing Education Foundation sr,FI,fi|sv,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/050508406,funder; nonprofit,https://ror.org/050508406,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
vaikuttavuussaatio.fi,Finland,Finnish|Swedish,2026-07-20,https://www.vaikuttavuussaatio.fi,The Finnish Research Impact Foundation,FI,fi|sv,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:39+00:00,URLError,unknown,research_funder,https://ror.org/05nbjsx82,funder; nonprofit,https://ror.org/05nbjsx82,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
vammaistutkimus.fi,Finland,Finnish|Swedish,2026-07-20,https://www.vammaistutkimus.fi,The Finnish Society of Disability Studies,FI,fi|sv,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:23+00:00,URLError,unknown,research_funder,https://ror.org/04tq61m59,funder; other,https://ror.org/04tq61m59,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
foundationweb.net,Finland,Finnish|Swedish,2026-07-20,https://www.foundationweb.net/suominorja/,The Finnish-Norwegian Medical Foundation,FI,fi|sv,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/040fvbj07,funder; nonprofit,https://ror.org/040fvbj07,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
mediaalantutkimussaatio.fi,Finland,Finnish|Swedish,2026-06-23,https://www.mediaalantutkimussaatio.fi,The Media Industry Research Foundation of Finland,FI,fi|sv,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/03qp2dx07,funder; nonprofit,https://ror.org/03qp2dx07,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
oskhuttunen.fi,Finland,Finnish|Swedish,2026-06-23,https://oskhuttunen.fi,The Osk. Huttunen Foundation,FI,fi|sv,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/05w4fpm88,funder; nonprofit,https://ror.org/05w4fpm88,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
rjtsaatio.fi,Finland,Finnish|Swedish,2026-06-23,https://www.rjtsaatio.fi,The Riitta and Jorma J. Takanen Foundation,FI,fi|sv,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/04xjmm456,funder; nonprofit,https://ror.org/04xjmm456,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
jyu.fi,Finland,Finnish|Swedish,2026-07-20,https://www.jyu.fi,University of Jyväskylä,FI,fi|sv,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/05n3dz165,education; funder,https://ror.org/05n3dz165,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
utu.fi,Finland,Finnish|Swedish,2026-07-20,https://www.utu.fi,University of Turku,FI,fi|sv,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:55+00:00,URLError,unknown,research_funder,https://ror.org/05vghhr25,education; funder,https://ror.org/05vghhr25,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
pekkalansaatio.fi,Finland,Finnish|Swedish,2026-06-23,https://pekkalansaatio.fi,Urmas Pekkalan säätiö,FI,fi|sv,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/02yepmj26,funder; nonprofit,https://ror.org/02yepmj26,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
neova-group.com,Finland,Finnish|Swedish,2026-06-23,https://www.neova-group.com,Vapo Oy (Finland),FI,fi|sv,ror_record_last_modified,2026-06-23,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/05vx26y24,company; funder,https://ror.org/05vx26y24,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
roullier.com,France,French,2026-07-20,https://www.roullier.com/en/innovation-agronomic-solutions/,Centre Mondial de l'Innovation Roullier,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/037h9ze21,facility; funder,https://ror.org/037h9ze21,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
univ-mrs.fr,France,French,2026-07-20,http://www.ciml.univ-mrs.fr/,Centre d’Immunologie de Marseille-Luminy,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:29+00:00,TimeoutError,unknown,research_funder,https://ror.org/03vyjkj45,facility; funder,https://ror.org/03vyjkj45,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
univ-grenoble-alpes.fr,France,French,2026-07-20,https://fondation.univ-grenoble-alpes.fr,Fondation Université Grenoble Alpes,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:43+00:00,URLError,unknown,research_funder,https://ror.org/043ty3k50,funder; nonprofit,https://ror.org/043ty3k50,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
seine-aval.fr,France,French,2026-07-20,https://www.seine-aval.fr,Groupement d'Intérêt Public Seine-Aval,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/0554j8741,funder; nonprofit,https://ror.org/0554j8741,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
univ-lille.fr,France,French,2026-07-20,https://chevreul.univ-lille.fr,Institut Chevreul,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:43+00:00,URLError,unknown,research_funder,https://ror.org/048k52v18,facility; funder,https://ror.org/048k52v18,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
pasteur.fr,France,French,2026-07-20,https://www.pasteur.fr,Institut Pasteur,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/0495fxg12,funder; nonprofit,https://ror.org/0495fxg12,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
pasteur-lille.fr,France,French,2026-07-20,http://www.pasteur-lille.fr/,Institut Pasteur de Lille,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/05k9skc85,facility; funder,https://ror.org/05k9skc85,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
pierre-fabre.com,France,French,2026-07-20,https://www.pierre-fabre.com,Institut de Recherche Pierre Fabre (France),FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/02by0jk38,company; funder,https://ror.org/02by0jk38,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
univ-tlse3.fr,France,French,2026-07-20,https://tmbi.univ-tlse3.fr,Institut des Sciences du Cerveau de Toulouse,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:55+00:00,URLError,unknown,research_funder,https://ror.org/01se89w09,facility; funder,https://ror.org/01se89w09,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
oiv.int,France,French,2026-07-20,https://www.oiv.int,International Organisation of Vine and Wine,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/02zdage63,funder; government,https://ror.org/02zdage63,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
vivacy.eu,France,French,2026-07-20,http://www.vivacy.eu/,Laboratoires Vivacy (France),FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:54:59+00:00,TimeoutError,unknown,research_funder,https://ror.org/03e1deg09,company; funder,https://ror.org/03e1deg09,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
msh-paris-saclay.fr,France,French,2026-07-20,http://msh-paris-saclay.fr,Maison des Sciences sociales et des Humanités de Paris-Saclay,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/01hym1a89,facility; funder,https://ror.org/01hym1a89,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
michelinman.com,France,French,2026-07-20,https://www.michelinman.com/,Michelin (France),FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/006s85q77,company; funder,https://ror.org/006s85q77,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
mnhn.fr,France,French,2026-07-20,https://www.mnhn.fr,Muséum national d'Histoire naturelle,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/03wkt5x30,archive; funder,https://ror.org/03wkt5x30,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
msa.fr,France,French,2026-07-20,https://www.msa.fr,Mutualité Sociale Agricole,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/01hwh5y23,funder; other,https://ror.org/01hwh5y23,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
onera.fr,France,French,2026-07-20,http://www.onera.fr/en/,Office National d'Études et de Recherches Aérospatiales,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/005y2ap84,facility; funder,https://ror.org/005y2ap84,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
pfizer.fr,France,French,2026-07-20,http://www.pfizer.fr/,Pfizer (France),FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/02c9yny10,company; funder,https://ror.org/02c9yny10,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
quimper-bretagne-occidentale.bzh,France,French,2026-07-20,https://www.quimper-bretagne-occidentale.bzh,Quimper Bretagne Occidentale,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/05xahs715,funder; government,https://ror.org/05xahs715,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
roche.com,France,French,2026-07-20,http://www.roche.com/,Roche (France),FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/01mqmer16,company; funder,https://ror.org/01mqmer16,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
safran-aircraft-engines.com,France,French,2026-07-20,https://www.safran-aircraft-engines.com,Safran Aircraft Engines (France),FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/01v5qqb32,company; funder,https://ror.org/01v5qqb32,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
safran-group.com,France,French,2026-07-20,https://www.safran-group.com/companies/safran-helicopter-engines,Safran Helicopter Engines (France),FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/047nyf941,company; funder,https://ror.org/047nyf941,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
sanofi.com,France,French,2026-07-20,http://en.sanofi.com/,Sanofi (France),FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/02n6c9837,company; funder,https://ror.org/02n6c9837,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
se.com,France,French,2026-07-20,https://www.se.com/fr/fr/,Schneider Electric (France),FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/002z0cd60,company; funder,https://ror.org/002z0cd60,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
shom.fr,France,French,2026-07-20,https://shom.fr,Service Hydrographique et Océanographique de la Marine,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/01nre9703,funder; government,https://ror.org/01nre9703,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
seud.org,France,French,2026-07-20,https://seud.org,Society of Endometriosis and Uterine Disorders,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/00jr41132,funder; nonprofit,https://ror.org/00jr41132,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
sfncm.org,France,French,2026-07-20,https://www.sfncm.org,Société Francophone de Nutrition Clinique et Métabolisme,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/04s0hnj86,funder; nonprofit,https://ror.org/04s0hnj86,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
sfar.org,France,French,2026-07-20,https://sfar.org,Société Française d'Anesthésie et de Réanimation,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/00kcfr035,funder; other,https://ror.org/00kcfr035,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
sf-cancers-enfant.com,France,French,2026-07-20,https://sf-cancers-enfant.com,Société Française de lutte contre les Cancers et les leucémies de l'Enfant et de l'Adolescent,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/04m40v102,funder; nonprofit,https://ror.org/04m40v102,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
splf.fr,France,French,2026-07-20,https://splf.fr,Société de Pneumologie de Langue Française,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/055ypsm96,funder; nonprofit,https://ror.org/055ypsm96,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
saesfrance.org,France,French,2026-07-20,https://saesfrance.org,Société des Anglicistes de l'Enseignement Supérieur,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/01j9h7e96,funder; nonprofit,https://ror.org/01j9h7e96,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
stallergenesgreer.com,France,French,2026-07-20,http://stallergenesgreer.com/,Stallergenes Greer (France),FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/00bbe8x87,company; funder,https://ror.org/00bbe8x87,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
siaap.fr,France,French,2026-07-20,https://www.siaap.fr,Syndicat Interdépartemental pour l'Assainissement de l'Agglomération Parisienne,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/03h38n443,funder; other,https://ror.org/03h38n443,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
tse-fr.eu,France,French,2026-07-20,https://www.tse-fr.eu/,Toulouse School of Economics,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/00ff5f522,education; funder,https://ror.org/00ff5f522,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
novalac.com,France,French,2026-07-20,https://novalac.com,United Pharmaceuticals (France),FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/01hzt4v93,company; funder,https://ror.org/01hzt4v93,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
univ-lyon1.fr,France,French,2026-07-20,https://www.univ-lyon1.fr,Université Claude Bernard Lyon 1,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:43+00:00,URLError,unknown,research_funder,https://ror.org/029brtt94,education; funder,https://ror.org/029brtt94,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
psl.eu,France,French,2026-07-20,https://dauphine.psl.eu,Université Paris Dauphine-PSL,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/052bz7812,education; funder,https://ror.org/052bz7812,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
universite-paris-saclay.fr,France,French,2026-07-20,http://www.universite-paris-saclay.fr/fr,Université Paris-Saclay,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:23+00:00,TimeoutError,unknown,research_funder,https://ror.org/03xjwb503,education; funder,https://ror.org/03xjwb503,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
univ-evry.fr,France,French,2026-07-20,http://www.univ-evry.fr/en/index.html,Université d'Évry Val-d'Essonne,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/00e96v939,education; funder,https://ror.org/00e96v939,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
uha.fr,France,French,2026-07-20,https://www.uha.fr,Université de Haute-Alsace,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/04k8k6n84,education; funder,https://ror.org/04k8k6n84,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
universite-lyon.fr,France,French,2026-07-20,https://www.universite-lyon.fr,Université de Lyon,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:39+00:00,URLError,unknown,research_funder,https://ror.org/01rk35k63,education; funder,https://ror.org/01rk35k63,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
umontpellier.fr,France,French,2026-07-20,https://umontpellier.fr,Université de Montpellier,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/051escj72,education; funder,https://ror.org/051escj72,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
univ-poitiers.fr,France,French,2026-07-20,http://www.univ-poitiers.fr/,Université de Poitiers,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:19+00:00,TimeoutError,unknown,research_funder,https://ror.org/04xhy8q59,education; funder,https://ror.org/04xhy8q59,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
univ-tln.fr,France,French,2026-07-20,http://www.univ-tln.fr/,Université de Toulon,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:11+00:00,TimeoutError,unknown,research_funder,https://ror.org/02m9kbe37,education; funder,https://ror.org/02m9kbe37,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
paris-neuroscience.fr,France,French,2026-07-20,http://www.paris-neuroscience.fr/en,École des Neurosciences de Paris,FR,fr,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/05re0sm29,funder; other,https://ror.org/05re0sm29,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
ciu.edu.ge,Georgia,Georgian,2026-07-20,http://www.ciu.edu.ge,Caucasus International University,GE,ka,ror_record_last_modified,2026-07-20,,2026-07-29T06:54:59+00:00,TimeoutError,unknown,research_funder,https://ror.org/00atp1s12,education; funder,https://ror.org/00atp1s12,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
science.org.ge,Georgia,Georgian,2025-10-28,http://science.org.ge,Georgian National Academy of Sciences,GE,ka,ror_record_last_modified,2025-10-28,,2026-07-29T06:55:23+00:00,TimeoutError,unknown,research_funder,https://ror.org/05aav2h42,education; funder,https://ror.org/05aav2h42,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
iliauni.edu.ge,Georgia,Georgian,2024-12-11,http://iliauni.edu.ge/en/,Ilia State University,GE,ka,ror_record_last_modified,2024-12-11,,2026-07-29T06:55:55+00:00,TimeoutError,unknown,research_funder,https://ror.org/051qn8h41,education; funder,https://ror.org/051qn8h41,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
rustaveli.org.ge,Georgia,Georgian,2024-12-11,https://www.rustaveli.org.ge,Shota Rustaveli National Science Foundation,GE,ka,ror_record_last_modified,2024-12-11,,2026-07-29T06:55:39+00:00,URLError,unknown,research_funder,https://ror.org/00xc87681,funder; other,https://ror.org/00xc87681,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
uniklinikum-jena.de,Germany,German,2026-07-20,https://www.uniklinikum-jena.de/cscc/,Center for Sepsis Control and Care,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:43+00:00,URLError,unknown,research_funder,https://ror.org/00g364847,facility; funder,https://ror.org/00g364847,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
tu-chemnitz.de,Germany,German,2026-07-20,https://www.tu-chemnitz.de/index.html.en,Chemnitz University of Technology,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/00a208s56,education; funder,https://ror.org/00a208s56,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
schwabe.de,Germany,German,2026-07-20,http://www.schwabe.de/,Dr Willmar Schwabe (Germany),DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/043rrkc78,company; funder,https://ror.org/043rrkc78,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
uni-muenchen.de,Germany,German,2026-07-20,https://www.cup.uni-muenchen.de/roemer/,Dr. Klaus Römer-Stiftung,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/04yefyw85,funder; nonprofit,https://ror.org/04yefyw85,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
senckenbergische-stiftung.de,Germany,German,2026-07-20,https://www.senckenbergische-stiftung.de,Dr. Senckenbergische Stiftung,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/02q9kn423,funder; nonprofit,https://ror.org/02q9kn423,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
uni-jena.de,Germany,German,2026-07-20,https://www.uni-jena.de/en,Friedrich Schiller University Jena,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/05qpz1x62,education; funder,https://ror.org/05qpz1x62,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
vogelstiftung.de,Germany,German,2026-07-20,https://www.vogelstiftung.de,Friedrich und Isabel Vogel-Stiftung,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:11+00:00,URLError,unknown,research_funder,https://ror.org/03qqaft37,funder; nonprofit,https://ror.org/03qqaft37,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
wissenschaftsrat.de,Germany,German,2026-07-20,https://www.wissenschaftsrat.de,German Science and Humanities Council,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:55:23+00:00,URLError,unknown,research_funder,https://ror.org/003p40584,funder; government,https://ror.org/003p40584,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
uni-frankfurt.de,Germany,German,2026-07-20,https://www.uni-frankfurt.de,Goethe University Frankfurt,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/04cvxnb49,education; funder,https://ror.org/04cvxnb49,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
uni-duesseldorf.de,Germany,German,2026-07-20,http://www.uni-duesseldorf.de/home/en/home.html,Heinrich Heine University Düsseldorf,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/024z2rq82,education; funder,https://ror.org/024z2rq82,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
zalf.de,Germany,German,2026-07-20,https://www.zalf.de,Leibniz Centre for Agricultural Landscape Research,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:54:59+00:00,URLError,unknown,research_funder,https://ror.org/01ygyzs83,facility; funder,https://ror.org/01ygyzs83,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
uni-leipzig.de,Germany,German,2026-07-20,https://www.uni-leipzig.de/en/,Leipzig University,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,URLError,unknown,research_funder,https://ror.org/03s7gtk40,education; funder,https://ror.org/03s7gtk40,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
synmikro.com,Germany,German,2026-07-20,http://www.synmikro.com/en/,Loewe Center for Synthetic Microbiology,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/04e209f39,education; funder,https://ror.org/04e209f39,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
uni-halle.de,Germany,German,2026-07-20,http://www.uni-halle.de/?lang=en,Martin Luther University Halle-Wittenberg,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:44+00:00,RemoteDisconnected,unknown,research_funder,https://ror.org/05gqaka33,education; funder,https://ror.org/05gqaka33,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
sew-eurodrive-stiftung.de,Germany,German,2026-07-20,https://www.sew-eurodrive-stiftung.de,SEW-EURODRIVE Foundation,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/032qhqj89,funder; nonprofit,https://ror.org/032qhqj89,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
schuler-stiftung.de,Germany,German,2026-07-20,https://www.schuler-stiftung.de,Schuler-Stiftung,DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,URLError,unknown,research_funder,https://ror.org/008t3jt36,funder; nonprofit,https://ror.org/008t3jt36,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
servier.de,Germany,German,2026-07-20,http://www.servier.de/,Servier (Germany),DE,de,ror_record_last_modified,2026-07-20,,2026-07-29T06:56:45+00:00,ConnectionResetError,unknown,research_funder,https://ror.org/05wk4ae67,company; funder,https://ror.org/05wk4ae67,Active organization classified as a funder in ROR; verify each call's external eligibility before applying.
